Generation,Laptime,weight 1,weight 2,weight 3,weight 4,weight 5,weight 6,weight 7,
15,213,1.7232311,0.117589,0.5036683,-1.944185,-0.18448114,0.9276686,0.14288473,0.0
15,214,1.7232311,1.2379358,0.5036683,-1.944185,0.57383823,0.9276686,0.14288473,0.0
15,219,1.7232311,1.2379358,0.5036683,-1.944185,-0.18448114,0.9276686,0.14288473,0.0
15,218,1.7232311,1.2379358,0.5036683,-1.944185,-0.18448114,0.9276686,0.14288473,0.0
15,203,1.7232311,1.2379358,-0.25351787,-1.944185,-0.18448114,0.9276686,0.14288473,0.0
15,233,1.7232311,-1.6282144,0.5036683,-1.944185,-0.18448114,0.9276686,0.14288473,0.0
15,208,-1.8875434,0.6808765,0.6991527,-1.944185,-0.27250934,0.9276686,-0.13251877,0.0
15,213,1.7232311,0.117589,0.5036683,-1.944185,-0.18448114,0.9276686,0.14288473,0.0
15,214,1.7232311,1.2379358,0.5036683,-1.944185,0.57383823,0.9276686,0.14288473,0.0
15,218,1.7232311,1.2379358,0.5036683,-1.944185,-0.18448114,0.9276686,0.14288473,0.0
16,213,-1.8875434,1.2379358,0.6991527,-1.944185,-0.27250934,0.9276686,-0.13251877,0.0
16,226,1.7232311,0.6808765,-0.07844257,0.33759618,-0.27250934,0.9276686,0.14288473,0.0
16,192,1.7232311,1.2379358,-1.1602743,-1.3583143,-1.6859448,0.9276686,0.14288473,0.0
16,197,1.7232311,-1.6027913,-1.1602743,-1.944185,-0.89411664,0.9276686,0.14288473,0.0
16,197,1.7232311,1.2379358,-1.1602743,-1.944185,-1.6859448,0.9276686,0.14288473,0.0
16,206,1.7232311,1.2379358,-1.1602743,-1.944185,-0.18448114,0.9276686,0.14288473,0.0
16,208,1.7232311,1.2379358,-1.3241668,-1.944185,-1.6859448,-1.1042662,0.14288473,0.0
16,213,-1.8875434,1.2379358,0.6991527,-1.944185,-0.27250934,0.9276686,-0.13251877,0.0
16,226,1.7232311,0.6808765,-0.07844257,0.33759618,-0.27250934,0.9276686,0.14288473,0.0
16,196,1.7232311,1.2379358,-1.1602743,-1.944185,-0.18448114,-1.344702,0.14288473,0.0
17,212,1.7232311,1.2379358,-1.1602743,-1.944185,-0.27250934,0.9276686,0.14288473,0.0
17,212,1.7232311,1.4607313,-1.1602743,-0.66063046,0.40453053,0.9276686,0.14288473,0.0
17,201,1.7232311,1.1594505,-1.1602743,-1.944185,-0.18448114,0.9276686,0.14288473,0.0
17,203,1.8525221,1.1594505,-1.1602743,-1.944185,-0.18448114,0.9276686,0.14288473,0.0
17,206,1.7232311,1.2379358,-1.1602743,-1.944185,-0.18448114,0.9276686,0.14288473,0.0
17,208,1.7232311,1.1594505,-1.1602743,-1.944185,-0.18448114,0.9276686,0.14288473,0.0
17,212,1.7232311,1.2379358,-1.1602743,-1.944185,-0.27250934,0.9276686,0.14288473,0.0
17,212,1.7232311,1.4607313,-1.1602743,-0.66063046,0.40453053,0.9276686,0.14288473,0.0
17,199,1.7232311,0.6808765,0.6991527,1.6907673,-0.18448114,0.7096362,0.14288473,0.0
17,199,1.7232311,1.2379358,0.6991527,-1.944185,0.12628889,-1.6379194,0.14288473,0.0
18,194,1.7232311,0.6808765,0.6991527,1.6907673,-0.18448114,0.7096362,0.14288473,0.0
18,195,1.7232311,1.7521672,0.6991527,1.1307309,-0.18448114,0.7096362,0.14288473,0.0
18,195,1.7232311,0.6808765,-0.8933346,1.6907673,-0.18448114,0.7096362,0.14288473,0.0
18,197,1.7232311,1.4607313,-1.1602743,-0.66063046,0.40453053,0.9276686,0.14288473,0.0
18,200,1.7232311,0.6808765,0.6991527,1.6907673,-0.18448114,0.7096362,0.14288473,0.0
18,201,1.7232311,0.6808765,0.6991527,1.6907673,-0.18448114,0.7096362,0.14288473,0.0
18,203,1.7232311,0.6808765,0.6991527,1.6907673,-0.18448114,0.7096362,0.14288473,0.0
18,203,1.7232311,0.6808765,0.6991527,1.6907673,-0.18448114,0.7096362,0.14288473,0.0
18,205,1.7232311,0.6808765,0.6991527,1.6907673,-0.18448114,0.7096362,0.14288473,0.0
18,209,1.7232311,1.2379358,-1.1602743,-1.944185,-0.27250934,0.9276686,0.14288473,0.0
19,198,1.7232311,0.6808765,0.6991527,1.6907673,-0.55779505,0.7096362,0.14288473,0.0
19,198,1.7232311,0.6808765,0.6991527,1.6907673,1.0630529,0.7096362,0.14288473,0.0
19,199,1.7232311,1.2379358,-1.1602743,-1.944185,-0.27250934,0.9276686,0.14288473,0.0
19,200,1.7232311,0.6808765,-0.07031584,1.6907673,-0.18448114,0.7096362,0.14288473,0.0
19,200,1.7232311,0.6808765,0.6991527,1.6907673,-0.18448114,0.7096362,0.14288473,0.0
19,203,1.7232311,0.6808765,-0.01581359,1.6907673,-0.18448114,0.7096362,0.14288473,0.0
19,203,1.7232311,0.6808765,0.6991527,-0.33346534,-0.18448114,0.7096362,0.14288473,0.0
19,205,1.7232311,0.6808765,0.6991527,1.6907673,-0.43563318,0.7096362,0.14288473,0.0
19,209,1.7232311,0.6808765,-0.7816067,1.6907673,-0.18448114,-1.1538525,0.14288473,0.0
19,231,1.7232311,-1.419564,0.6991527,1.6907673,-1.7655478,0.7096362,0.14288473,0.0
20,195,1.7232311,0.6808765,-0.7816067,1.6907673,-0.18448114,-1.1538525,0.14288473,0.0
20,196,1.7232311,0.20374584,-0.7816067,1.6907673,-0.18448114,-1.1538525,0.14288473,0.0
20,196,1.7232311,0.6808765,-0.7816067,1.6907673,-0.18448114,-1.1538525,0.14288473,0.0
20,197,1.7232311,0.6808765,-0.7816067,1.6907673,-0.18448114,-1.1538525,0.14288473,0.0
20,197,1.7232311,0.6808765,-0.7816067,1.6907673,-0.18448114,-1.1538525,0.14288473,0.0
20,198,1.7232311,0.6808765,-0.7816067,1.6907673,-0.18448114,-1.1538525,0.14288473,0.0
20,199,1.7232311,0.6808765,0.6991527,1.6907673,-0.18448114,-1.1538525,0.14288473,0.0
20,199,1.7232311,-0.44954944,-0.7816067,1.6907673,-0.18448114,-1.1538525,0.14288473,0.0
20,199,1.7232311,0.6808765,-0.7816067,1.6907673,-0.18448114,-1.1538525,0.14288473,0.0
20,199,1.7232311,0.6808765,-0.7816067,1.0712948,-0.18448114,-1.1538525,0.14288473,0.0
21,194,1.7232311,0.6808765,-0.7816067,1.6907673,-0.18448114,-1.1538525,0.14288473,0.0
21,196,1.7232311,0.6808765,-0.7816067,1.6907673,-1.1047094,-1.1538525,0.14288473,0.0
21,196,1.7232311,0.6808765,-0.7816067,1.6907673,-0.18448114,-1.1538525,0.14288473,0.0
21,197,1.7232311,0.6808765,-0.7816067,-1.4032674,-0.18448114,-1.1538525,0.14288473,0.0
21,197,1.7232311,0.6808765,-0.7816067,1.6907673,-0.18448114,-1.1538525,0.14288473,0.0
21,197,1.7232311,0.6808765,-0.7816067,-1.2230437,-0.18448114,-1.1538525,0.14288473,0.0
21,198,1.7232311,0.6808765,-0.7816067,1.6907673,1.5703511,-1.1538525,0.14288473,0.0
21,199,1.7232311,0.6808765,-0.7816067,1.6907673,-0.18448114,-1.1538525,0.14288473,0.0
21,200,1.7232311,0.6657016,-0.7816067,1.6907673,-0.18448114,-1.1538525,0.14288473,0.0
21,201,1.7232311,0.6808765,-0.7816067,1.6907673,-0.18448114,-1.1538525,0.14288473,0.0
22,193,1.7232311,0.6657016,-0.7816067,1.6907673,-0.18448114,-1.719353,0.14288473,0.0
22,196,1.7232311,0.6657016,-0.7816067,1.6907673,-0.18448114,-1.1538525,0.14288473,0.0
22,197,1.7232311,0.27972317,-0.7816067,1.6907673,-0.18448114,-1.1538525,0.14288473,0.0
22,198,1.7232311,0.6657016,-0.6120615,-0.71183014,-0.18448114,-1.1538525,0.14288473,0.0
22,198,1.7232311,0.6657016,-0.7816067,1.6907673,-0.18448114,-1.1538525,0.14288473,0.0
22,199,1.7232311,0.6657016,-0.7816067,1.6907673,-0.18448114,-1.1538525,0.14288473,0.0
22,199,1.7232311,0.6657016,-0.7816067,1.6907673,-0.18448114,-1.1538525,0.14288473,0.0
22,199,1.7232311,0.6657016,-0.7816067,1.6907673,-0.18448114,-1.1538525,0.14288473,0.0
22,199,1.8930385,0.6657016,-0.7816067,0.7022114,-0.18448114,-1.1538525,0.14288473,0.0
22,199,1.7232311,0.6657016,-0.7816067,1.6907673,1.9734585,-1.1538525,0.14288473,0.0
23,194,1.8930385,0.6657016,-0.7816067,0.7022114,-0.18448114,-1.1538525,0.14288473,0.0
23,196,1.7232311,0.6657016,-0.7816067,1.6907673,-0.18448114,-1.1538525,0.14288473,0.0
23,196,1.8930385,0.6657016,-0.7816067,0.7022114,-0.18448114,-1.1538525,0.14288473,0.0
23,196,1.8930385,0.6657016,-0.7816067,0.7022114,-0.18448114,-1.1538525,0.14288473,0.0
23,197,1.8930385,0.6657016,-0.7816067,0.7022114,-0.18448114,-1.1538525,0.14288473,0.0
23,197,1.8930385,0.6657016,-0.7816067,0.7022114,-0.18448114,-1.1538525,0.14288473,0.0
23,198,1.8930385,0.6657016,-0.7816067,0.7022114,-0.18448114,-1.1538525,0.14288473,0.0
23,198,1.8930385,0.6657016,-0.7816067,0.7022114,-0.18448114,-1.1538525,0.14288473,0.0
23,199,1.7232311,0.6657016,-0.6120615,-0.71183014,-0.18448114,-1.1538525,0.14288473,0.0
23,199,1.8930385,0.6657016,-0.7816067,0.7022114,-0.18448114,-1.1538525,0.14288473,0.0
24,194,1.7232311,0.6657016,-0.6120615,-0.71183014,-0.18448114,-1.1538525,0.14288473,0.0
24,194,1.7232311,0.6657016,-0.69430614,-0.71183014,-0.18448114,-1.1538525,0.14288473,0.0
24,196,1.7232311,0.6657016,-0.6120615,-1.7256634,-0.18448114,-1.1538525,0.14288473,0.0
24,200,1.7232311,0.6657016,-0.6120615,-1.4005523,-0.18448114,-1.1538525,0.14288473,0.0
24,200,1.7232311,0.6657016,-0.6120615,-0.71183014,-0.18448114,-1.1538525,0.14288473,0.0
24,201,1.8930385,0.6657016,-0.7816067,0.7022114,-0.18448114,-1.1538525,0.14288473,0.0
24,201,1.7232311,0.6657016,-0.6120615,-0.71183014,-0.18448114,-1.1538525,0.14288473,0.0
24,201,1.7232311,0.6657016,-0.6120615,-0.71183014,-0.18448114,-1.1538525,0.14288473,0.0
24,202,1.7232311,-0.7446642,-0.6120615,0.25569296,-0.18448114,-1.1538525,0.14288473,0.0
24,202,1.7232311,0.6657016,-0.6120615,-0.71183014,-0.18448114,-1.1538525,0.14288473,0.0
25,195,1.7232311,-0.7446642,-0.6120615,0.25569296,-0.18448114,1.1212819,0.14288473,0.0
25,197,1.7232311,-0.7446642,-0.6120615,0.25569296,-0.18448114,-1.1538525,0.14288473,0.0
25,197,1.7232311,-0.7446642,-0.6120615,0.25569296,-0.18448114,-1.1538525,0.14288473,0.0
25,198,1.7232311,-0.7446642,-0.6120615,0.25569296,-0.18448114,-1.1538525,0.14288473,0.0
25,199,1.7232311,-0.7446642,-0.6120615,0.25569296,-0.18448114,-1.1538525,0.14288473,0.0
25,199,1.7232311,-0.7446642,-0.6120615,0.25569296,0.7767701,1.3897281,0.14288473,0.0
25,200,1.7232311,0.6657016,-0.6120615,-1.7256634,-0.18448114,-1.1538525,0.14288473,0.0
25,202,1.7232311,-0.7446642,-0.6120615,0.25569296,1.7214582,-1.1538525,0.14288473,0.0
25,202,1.7232311,1.778569,-0.6120615,0.25569296,-0.18448114,-1.1538525,0.14288473,0.0
25,203,1.7232311,-0.7446642,-0.6120615,0.25569296,-0.18448114,-1.1538525,0.14288473,0.0
26,193,1.7232311,1.778569,-0.6120615,0.25569296,-0.18448114,-1.1538525,0.14288473,0.0
26,194,1.7232311,0.6657016,-0.6120615,-1.7256634,-0.18448114,-1.1538525,0.14288473,0.0
26,196,1.7232311,1.778569,-0.6120615,0.14789438,-0.18448114,-1.1538525,0.14288473,0.0
26,197,1.7232311,1.778569,-0.6120615,0.25569296,-0.18448114,-1.1538525,0.14288473,0.0
26,197,1.7232311,1.778569,-0.6120615,0.25569296,-0.18448114,-1.1538525,0.14288473,0.0
26,198,1.7232311,1.778569,-0.6120615,0.25569296,-1.049161,-1.1538525,0.14288473,0.0
26,198,1.7232311,1.778569,-0.6120615,1.8828259,-0.18448114,-1.1538525,0.14288473,0.0
26,199,1.7232311,-0.7446642,-0.6120615,0.25569296,-0.18448114,-1.1538525,0.14288473,0.0
26,199,1.7232311,1.778569,-0.6120615,0.25569296,-0.18448114,-1.1538525,0.14288473,0.0
26,200,1.7232311,1.778569,-0.6120615,0.25569296,-0.18448114,-1.1538525,0.14288473,0.0
27,196,1.7232311,1.778569,-0.6120615,0.25569296,-0.18448114,-1.1538525,0.14288473,0.0
27,196,1.7232311,-0.7446642,-0.6120615,0.25569296,-0.18448114,-1.1538525,0.14288473,0.0
27,198,1.7232311,1.778569,-0.6120615,0.25569296,-0.18448114,-1.1538525,0.14288473,0.0
27,198,1.7232311,0.5042567,-0.6120615,0.25569296,-0.18448114,-1.1538525,0.14288473,0.0
27,198,1.7232311,1.778569,-0.6120615,0.25569296,-0.18448114,-1.1538525,0.14288473,0.0
27,199,1.7232311,1.778569,-0.6120615,0.25569296,-0.18448114,-1.1538525,0.14288473,0.0
27,199,1.7232311,1.778569,-0.6120615,0.25569296,-0.18448114,-1.1538525,0.14288473,0.0
27,200,1.7232311,1.778569,-0.6120615,0.25569296,-0.18448114,-1.1538525,0.14288473,0.0
27,200,1.7232311,1.778569,-0.38278818,0.25569296,-0.18448114,-1.1538525,0.14288473,0.0
27,201,1.7232311,0.5843682,-1.1352303,0.25569296,-0.18448114,-1.1538525,0.14288473,0.0
28,195,1.7232311,1.778569,-0.38278818,0.25569296,-0.18448114,-1.86975,0.14288473,0.0
28,198,1.7232311,1.778569,-0.38278818,0.25569296,-0.18448114,-1.1538525,0.14288473,0.0
28,198,1.7232311,1.778569,-0.8767481,0.25569296,0.8426509,-1.1538525,0.14288473,0.0
28,199,1.7232311,1.778569,-0.38278818,0.25569296,-0.18448114,-1.1538525,0.14288473,0.0
28,199,1.7232311,1.778569,-0.38278818,0.25569296,-0.18448114,-1.1538525,0.14288473,0.0
28,199,1.7232311,1.778569,-0.38278818,0.25569296,1.3418086,-1.1538525,0.14288473,0.0
28,199,1.7232311,1.778569,-0.38278818,0.25569296,-0.18448114,-1.1538525,0.14288473,0.0
28,201,1.7232311,0.5042567,-0.6120615,0.25569296,-0.18448114,-1.1538525,0.14288473,0.0
28,201,1.7232311,1.778569,-0.38278818,0.25569296,-0.18448114,-1.1538525,0.14288473,0.0
28,202,1.7232311,1.778569,-0.38278818,1.1518087,-0.18448114,-1.1849024,0.14288473,0.0
29,214,1.7232311,1.778569,-0.38278818,0.25569296,-0.18448114,-1.1538525,0.14288473,0.0
29,219,1.7232311,1.778569,-0.38278818,0.25569296,-0.18448114,-1.1538525,0.14288473,0.0
29,10,1.7232311,1.778569,0.8249872,0.25569296,-0.18448114,-1.1538525,0.14288473,0.0
29,10,1.7232311,1.778569,0.8249872,0.25569296,-0.18448114,-1.1538525,0.14288473,0.0
29,206,-1.8875434,1.2379358,0.6991527,0.7022114,-0.18448114,0.9276686,-0.13251877,0.0
29,214,1.7232311,1.778569,-0.38278818,0.25569296,-0.18448114,-1.1538525,0.14288473,0.0
29,219,1.7232311,1.778569,-0.38278818,0.25569296,-0.18448114,-1.1538525,0.14288473,0.0
29,198,1.7232311,0.6657016,-0.6120615,1.6907673,-0.18448114,-1.1538525,0.14288473,0.0
29,198,1.7232311,0.6657016,-0.6120615,1.6907673,-0.18448114,-1.1538525,0.14288473,0.0
29,204,1.7232311,0.6657016,-0.6120615,1.6907673,-0.18448114,-1.1538525,0.14288473,0.0
